"","row","column","cor","row_id","col_id","status"
"1","GSM1197612","GSM2817684",0.862911891794965,"GSE105082","GSE49339","dif_study"
"2","GSM1197612","GSM5291035",0.83058134828951,"GSE148965","GSE49339","dif_study"
"3","GSM1197612","GSM2734579",0.854947708752409,"GSE102315","GSE49339","dif_study"
"4","GSM1197612","GSM2825129",0.713177595924653,"GSE105248","GSE49339","dif_study"
"5","GSM1197612","GSM5291037",0.814697130464192,"GSE148965","GSE49339","dif_study"
"6","GSM1197612","GSM4154182",0.897584786138126,"GSE140084","GSE49339","dif_study"
"7","GSM1197612","GSM2817686",0.888666340129513,"GSE105082","GSE49339","dif_study"
"8","GSM1197612","GSM3944616",0.761803521001878,"GSE134380","GSE49339","dif_study"
"9","GSM1197612","GSM2817689",0.887595019486129,"GSE105082","GSE49339","dif_study"
"10","GSM1197612","GSM3168389",0.834148043737395,"GSE115161","GSE49339","dif_study"
"11","GSM1197612","GSM3944613",0.811999658207244,"GSE134380","GSE49339","dif_study"
"12","GSM1197612","GSM546922",0.834576003158351,"GSE21992","GSE49339","dif_study"
"13","GSM1197612","GSM3562586",0.768820519110866,"GSE125086","GSE49339","dif_study"
"14","GSM1197612","GSM3562587",0.766236769301114,"GSE125086","GSE49339","dif_study"
"15","GSM1197612","GSM3944610",0.825032820029905,"GSE134380","GSE49339","dif_study"
"16","GSM1197612","GSM546928",0.84679297061929,"GSE21992","GSE49339","dif_study"
"17","GSM1197612","GSM4203636",0.849084225282078,"GSE141459","GSE49339","dif_study"
"18","GSM1197612","GSM3944618",0.768475556498993,"GSE134380","GSE49339","dif_study"
"19","GSM1197612","GSM2817679",0.889495777292156,"GSE105082","GSE49339","dif_study"
"20","GSM1197612","GSM3098504",0.865488033748437,"GSE113171","GSE49339","dif_study"
"21","GSM1197612","GSM2734580",0.839456337783986,"GSE102315","GSE49339","dif_study"
"22","GSM1197612","GSM3098462",0.870478492857508,"GSE113171","GSE49339","dif_study"
"23","GSM1197612","GSM2825132",0.736869699438019,"GSE105248","GSE49339","dif_study"
"24","GSM1197612","GSM3069553",0.860447579835549,"GSE112276","GSE49339","dif_study"
"25","GSM1197612","GSM4485598",0.727917287284526,"GSE141459","GSE49339","dif_study"
"26","GSM1197612","GSM2817688",0.869556514100465,"GSE105082","GSE49339","dif_study"
"27","GSM1197612","GSM3098499",0.881536440743026,"GSE113171","GSE49339","dif_study"
"28","GSM1197612","GSM2724037",0.869294437610144,"GSE102113","GSE49339","dif_study"
"29","GSM1197612","GSM3944620",0.840136076000322,"GSE134380","GSE49339","dif_study"
"30","GSM1197612","GSM4154184",0.890951866665178,"GSE140084","GSE49339","dif_study"
"31","GSM1197612","GSM5291038",0.810368922035423,"GSE148965","GSE49339","dif_study"
"32","GSM1197612","GSM3944606",0.758912970772841,"GSE134380","GSE49339","dif_study"
"33","GSM1197612","GSM3562584",0.823748410297567,"GSE125086","GSE49339","dif_study"
"34","GSM1197612","GSM2817681",0.883294883048247,"GSE105082","GSE49339","dif_study"
"35","GSM1197612","GSM3944617",0.839284781192786,"GSE134380","GSE49339","dif_study"
"36","GSM1197612","GSM2817685",0.874898881579299,"GSE105082","GSE49339","dif_study"
"37","GSM1197612","GSM5291034",0.836370009655351,"GSE148965","GSE49339","dif_study"
"38","GSM1197612","GSM3098463",0.869393390212094,"GSE113171","GSE49339","dif_study"
"39","GSM1197612","GSM3118936",0.831910108279704,"GSE113751","GSE49339","dif_study"
"40","GSM1197612","GSM3944614",0.829950853618208,"GSE134380","GSE49339","dif_study"
"41","GSM1197612","GSM3168235",0.75345351265228,"GSE115146","GSE49339","dif_study"
"42","GSM1197612","GSM2817687",0.864044036592241,"GSE105082","GSE49339","dif_study"
"43","GSM1197612","GSM3168233",0.610497215293083,"GSE115146","GSE49339","dif_study"
"44","GSM1197612","GSM2734581",0.840895630258682,"GSE102315","GSE49339","dif_study"
"45","GSM1197612","GSM3098501",0.880472041546236,"GSE113171","GSE49339","dif_study"
"46","GSM1197612","GSM3098505",0.875045240333283,"GSE113171","GSE49339","dif_study"
"47","GSM1197612","GSM3098495",0.871750734206824,"GSE113171","GSE49339","dif_study"
"48","GSM1197612","GSM3168234",0.638162294175417,"GSE115146","GSE49339","dif_study"
"49","GSM1197612","GSM2817683",0.886595476973156,"GSE105082","GSE49339","dif_study"
"50","GSM1197612","GSM4203634",0.838724614894941,"GSE141459","GSE49339","dif_study"
"51","GSM1197612","GSM3098460",0.870195494656502,"GSE113171","GSE49339","dif_study"
"52","GSM1197612","GSM4203635",0.84681254011681,"GSE141459","GSE49339","dif_study"
"53","GSM1197612","GSM2817680",0.888919921769477,"GSE105082","GSE49339","dif_study"
"54","GSM1197612","GSM3098464",0.860756744069829,"GSE113171","GSE49339","dif_study"
"55","GSM1197612","GSM3098496",0.865159333991687,"GSE113171","GSE49339","dif_study"
"56","GSM1197612","GSM5291033",0.838761567936094,"GSE148965","GSE49339","dif_study"
"57","GSM1197612","GSM4485597",0.80215483957294,"GSE141459","GSE49339","dif_study"
"58","GSM1197612","GSM3098465",0.862911601965155,"GSE113171","GSE49339","dif_study"
"59","GSM1197612","GSM3118937",0.839401253144374,"GSE113751","GSE49339","dif_study"
"60","GSM1197612","GSM3098468",0.872202121513522,"GSE113171","GSE49339","dif_study"
"61","GSM1197612","GSM2724036",0.86766511167216,"GSE102113","GSE49339","dif_study"
"62","GSM1197612","GSM3098498",0.878423172078965,"GSE113171","GSE49339","dif_study"
"63","GSM1197612","GSM2734576",0.85682121895174,"GSE102315","GSE49339","dif_study"
"64","GSM1197612","GSM3098469",0.870261150575611,"GSE113171","GSE49339","dif_study"
"65","GSM1197612","GSM546930",0.809975076741975,"GSE21992","GSE49339","dif_study"
"66","GSM1197612","GSM4203637",0.864692384792712,"GSE141459","GSE49339","dif_study"
"67","GSM1197612","GSM3944611",0.831900242734672,"GSE134380","GSE49339","dif_study"
"68","GSM1197612","GSM3098502",0.865571505563225,"GSE113171","GSE49339","dif_study"
"69","GSM1197612","GSM3562585",0.83592513501562,"GSE125086","GSE49339","dif_study"
"70","GSM1197612","GSM546926",0.839629232388976,"GSE21992","GSE49339","dif_study"
"71","GSM1197612","GSM3098458",0.868893486684088,"GSE113171","GSE49339","dif_study"
"72","GSM1197612","GSM3118935",0.821232762825982,"GSE113751","GSE49339","dif_study"
"73","GSM1197612","GSM3098461",0.868842281068239,"GSE113171","GSE49339","dif_study"
"74","GSM1197612","GSM3562583",0.823293300118001,"GSE125086","GSE49339","dif_study"
"75","GSM1197612","GSM2734577",0.847257558632243,"GSE102315","GSE49339","dif_study"
"76","GSM1197612","GSM5291036",0.803261437135284,"GSE148965","GSE49339","dif_study"
"77","GSM1197612","GSM2825128",0.766405927842277,"GSE105248","GSE49339","dif_study"
"78","GSM1197612","GSM2825131",0.728944791006878,"GSE105248","GSE49339","dif_study"
"79","GSM1197612","GSM3098459",0.870916079914218,"GSE113171","GSE49339","dif_study"
"80","GSM1197612","GSM3069554",0.83797913330141,"GSE112276","GSE49339","dif_study"
"81","GSM1197612","GSM2817682",0.886913857390134,"GSE105082","GSE49339","dif_study"
"82","GSM1197612","GSM2734584",0.805511575753136,"GSE102315","GSE49339","dif_study"
"83","GSM1197612","GSM546924",0.827330042112064,"GSE21992","GSE49339","dif_study"
"84","GSM1197612","GSM2724039",0.859581468272542,"GSE102113","GSE49339","dif_study"
"85","GSM1197612","GSM3098494",0.863895208502287,"GSE113171","GSE49339","dif_study"
"86","GSM1197612","GSM2734585",0.838985524134595,"GSE102315","GSE49339","dif_study"
"87","GSM1197612","GSM2734582",0.831069725488875,"GSE102315","GSE49339","dif_study"
"88","GSM1197612","GSM4485599",0.718443121497951,"GSE141459","GSE49339","dif_study"
"89","GSM1197612","GSM3944615",0.802215454480343,"GSE134380","GSE49339","dif_study"
"90","GSM1197612","GSM3098467",0.871491021482054,"GSE113171","GSE49339","dif_study"
"91","GSM1197612","GSM3098503",0.874048086067194,"GSE113171","GSE49339","dif_study"
"92","GSM1197612","GSM3168390",0.845467289675592,"GSE115161","GSE49339","dif_study"
"93","GSM1197612","GSM3944608",0.813965540558207,"GSE134380","GSE49339","dif_study"
"94","GSM1197612","GSM2734583",0.834728297558541,"GSE102315","GSE49339","dif_study"
"95","GSM1197612","GSM3944609",0.808343794656658,"GSE134380","GSE49339","dif_study"
"96","GSM1197612","GSM3098500",0.880052265395147,"GSE113171","GSE49339","dif_study"
"97","GSM1197612","GSM3944612",0.755413729192479,"GSE134380","GSE49339","dif_study"
"98","GSM1197612","GSM3069555",0.838544440679731,"GSE112276","GSE49339","dif_study"
"99","GSM1197612","GSM3098466",0.874863334529827,"GSE113171","GSE49339","dif_study"
"100","GSM1197612","GSM3944619",0.816177227166746,"GSE134380","GSE49339","dif_study"
"101","GSM1197612","GSM2724038",0.858341927752351,"GSE102113","GSE49339","dif_study"
"102","GSM1197612","GSM3098497",0.865296430502508,"GSE113171","GSE49339","dif_study"
"103","GSM1197612","GSM4485596",0.764649921994177,"GSE141459","GSE49339","dif_study"
"104","GSM1197612","GSM4154183",0.888550248701795,"GSE140084","GSE49339","dif_study"
"105","GSM1197612","GSM3168237",0.6076603331248,"GSE115146","GSE49339","dif_study"
"106","GSM1197612","GSM2734578",0.844234415556189,"GSE102315","GSE49339","dif_study"
"107","GSM1197612","GSM3168236",0.621482433058305,"GSE115146","GSE49339","dif_study"
"108","GSM1197612","GSM3944607",0.822082666415449,"GSE134380","GSE49339","dif_study"
"109","GSM1197612","GSM3562582",0.827765581724754,"GSE125086","GSE49339","dif_study"
"110","GSM1197612","GSM3069552",0.856649135367575,"GSE112276","GSE49339","dif_study"
"111","GSM1197614","GSM3098458",0.849544453669671,"GSE113171","GSE49339","dif_study"
"112","GSM1197614","GSM3944613",0.786365838813264,"GSE134380","GSE49339","dif_study"
"113","GSM1197614","GSM2734578",0.826148721343286,"GSE102315","GSE49339","dif_study"
"114","GSM1197614","GSM3944608",0.786105192487036,"GSE134380","GSE49339","dif_study"
"115","GSM1197614","GSM3098503",0.857834766532301,"GSE113171","GSE49339","dif_study"
"116","GSM1197614","GSM2817680",0.876021192826543,"GSE105082","GSE49339","dif_study"
"117","GSM1197614","GSM3098463",0.851250966218995,"GSE113171","GSE49339","dif_study"
"118","GSM1197614","GSM2724037",0.843682537639953,"GSE102113","GSE49339","dif_study"
"119","GSM1197614","GSM4485596",0.754972522552819,"GSE141459","GSE49339","dif_study"
"120","GSM1197614","GSM3944618",0.74486867154246,"GSE134380","GSE49339","dif_study"
"121","GSM1197614","GSM5291035",0.812624097225878,"GSE148965","GSE49339","dif_study"
"122","GSM1197614","GSM3069554",0.823798535108097,"GSE112276","GSE49339","dif_study"
"123","GSM1197614","GSM5291036",0.787977050554274,"GSE148965","GSE49339","dif_study"
"124","GSM1197614","GSM3098495",0.853897702101195,"GSE113171","GSE49339","dif_study"
"125","GSM1197614","GSM3944612",0.729268417980929,"GSE134380","GSE49339","dif_study"
"126","GSM1197614","GSM3944607",0.794706629342355,"GSE134380","GSE49339","dif_study"
"127","GSM1197614","GSM3562582",0.810708246487258,"GSE125086","GSE49339","dif_study"
"128","GSM1197614","GSM5291034",0.818767661608738,"GSE148965","GSE49339","dif_study"
"129","GSM1197614","GSM3098499",0.86573536948759,"GSE113171","GSE49339","dif_study"
"130","GSM1197614","GSM3562583",0.805521999985645,"GSE125086","GSE49339","dif_study"
"131","GSM1197614","GSM3098465",0.843414724729255,"GSE113171","GSE49339","dif_study"
"132","GSM1197614","GSM3944620",0.820194384369566,"GSE134380","GSE49339","dif_study"
"133","GSM1197614","GSM3098496",0.847360408561271,"GSE113171","GSE49339","dif_study"
"134","GSM1197614","GSM2817679",0.875431539667233,"GSE105082","GSE49339","dif_study"
"135","GSM1197614","GSM2817683",0.871164915299986,"GSE105082","GSE49339","dif_study"
"136","GSM1197614","GSM3944614",0.805663231943219,"GSE134380","GSE49339","dif_study"
"137","GSM1197614","GSM3168389",0.819882046447892,"GSE115161","GSE49339","dif_study"
"138","GSM1197614","GSM2825128",0.764216479101905,"GSE105248","GSE49339","dif_study"
"139","GSM1197614","GSM3098466",0.857729242024882,"GSE113171","GSE49339","dif_study"
"140","GSM1197614","GSM4485599",0.710295669574447,"GSE141459","GSE49339","dif_study"
"141","GSM1197614","GSM3098469",0.852845989380561,"GSE113171","GSE49339","dif_study"
"142","GSM1197614","GSM3562587",0.756497666404894,"GSE125086","GSE49339","dif_study"
